Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry
4/8/2020 17:16,65146,House Installment,Duitnow,79,Female,Television/film/video producer,Oil and Gas
4/16/2020 12:20,59347,Utility,Instant Transfer,67,Female,Dealer,Transport Network
3/15/2020 5:18,98834,Car Installment,Duitnow,60,Male,Illustrator,Energy
1/18/2020 9:46,12282,Utility,Instant Transfer,35,Female,Theatre director,Tourism
2/17/2020 1:06,11593,Credit Card Installment,Instant Transfer,49,Male,Trade union research officer,Medical Tourism
1/5/2020 12:58,53695,Transaction,Duitnow,45,Male,Public affairs consultant,Construction
4/19/2020 14:26,62420,Credit Card Installment,Instant Transfer,44,Female,Interpreter,Finance & Banking
4/1/2020 15:49,75990,Utility,Duitnow,29,Female,Theme park manager,Oil and Gas
2/3/2020 4:30,34259,House Installment,Instant Transfer,90,Female,Farm manager,Eletrical & Electronic
5/12/2020 11:58,5578,Credit Card Installment,Duitnow,48,Female,Cabin crew,Finance & Banking
4/18/2020 19:36,21815,Utility,Instant Transfer,66,Female,English as a foreign language teacher,Construction
1/21/2020 14:25,82994,Utility,Instant Transfer,52,Female,Tax inspector,Defence
4/20/2020 23:28,12894,Utility,Instant Transfer,22,Female,"Social research officer, government",Finance & Banking
3/21/2020 14:17,68237,House Installment,Instant Transfer,85,Female,"Scientist, physiological",Automotive
1/9/2020 8:41,24528,House Installment,Duitnow,44,Female,Homeopath,Energy
3/9/2020 12:09,4495,Car Installment,Duitnow,34,Female,Television/film/video producer,Construction
2/10/2020 6:56,79388,Transaction,Instant Transfer,30,Male,Sports development officer,Tourism
4/17/2020 11:28,3302,Utility,IBG,29,Male,Herpetologist,Energy
1/9/2020 10:16,17701,Car Installment,Instant Transfer,56,Female,Make,Eletrical & Electronic
3/24/2020 14:34,36705,House Installment,Instant Transfer,92,Female,Contractor,Defence
1/17/2020 16:30,87918,Transaction,Instant Transfer,32,Male,Further education lecturer,Transport Network
2/11/2020 8:01,28696,Transaction,IBG,94,Female,"Nurse, children's",Medical Tourism
1/30/2020 4:48,75148,Credit Card Installment,Instant Transfer,55,Male,Warehouse manager,Transport Network
2/22/2020 0:59,83643,Utility,IBG,87,Female,Clinical cytogeneticist,Finance & Banking
3/20/2020 11:56,43510,House Installment,Duitnow,86,Male,Arts administrator,Defence
1/24/2020 0:35,3150,Car Installment,IBG,43,Male,Meteorologist,Eletrical & Electronic
3/14/2020 12:11,97270,Credit Card Installment,Instant Transfer,44,Female,Chartered certified accountant,Tourism
3/23/2020 2:42,79123,Credit Card Installment,Instant Transfer,49,Male,"Programme researcher, broadcasting/film/video",Construction
4/6/2020 23:23,65626,Utility,IBG,44,Male,Petroleum engineer,Construction
1/23/2020 0:08,8882,Utility,Duitnow,69,Male,Biomedical scientist,Medical Tourism
2/24/2020 23:16,24789,Transaction,Instant Transfer,19,Female,Risk analyst,Tourism
2/5/2020 7:05,87029,House Installment,Instant Transfer,94,Male,Clinical biochemist,Finance & Banking
1/8/2020 23:25,22384,House Installment,Instant Transfer,67,Male,"Physicist, medical",Automotive
1/20/2020 8:09,49536,House Installment,IBG,43,Male,"Therapist, horticultural",Defence
2/25/2020 14:51,43585,Credit Card Installment,IBG,42,Male,Medical physicist,Transport Network
1/28/2020 19:04,7056,Utility,Instant Transfer,51,Male,Furniture conservator/restorer,Transport Network
1/8/2020 21:59,58314,Utility,IBG,36,Female,"Runner, broadcasting/film/video",Medical Tourism
1/3/2020 4:56,85470,House Installment,Duitnow,52,Female,Management consultant,Automotive
1/30/2020 8:12,27446,Utility,Duitnow,72,Male,Chief Strategy Officer,Tourism
4/27/2020 8:34,92019,Car Installment,IBG,74,Male,"Therapist, music",Tourism
2/2/2020 3:54,13972,Transaction,IBG,57,Female,Amenity horticulturist,Tourism
5/10/2020 21:27,81015,Utility,Duitnow,78,Male,Chiropodist,Medical Tourism
3/1/2020 10:35,55084,Car Installment,IBG,37,Female,Pensions consultant,Transport Network
2/15/2020 0:31,74468,Car Installment,IBG,50,Female,Manufacturing engineer,Finance & Banking
2/25/2020 18:19,57221,House Installment,Duitnow,57,Male,Geoscientist,Oil and Gas
2/23/2020 2:31,90437,Credit Card Installment,Instant Transfer,49,Male,Acupuncturist,Finance & Banking
1/26/2020 0:39,32201,Utility,Instant Transfer,73,Male,Animal technologist,Eletrical & Electronic
1/5/2020 3:20,89597,Credit Card Installment,IBG,51,Male,"Optician, dispensing",Construction
3/8/2020 13:58,72101,Car Installment,IBG,58,Female,"Designer, furniture",Energy
1/28/2020 16:35,37809,Utility,Duitnow,88,Male,Magazine journalist,Tourism
1/31/2020 10:18,51595,Transaction,Instant Transfer,38,Male,Database administrator,Automotive
4/7/2020 6:53,12410,Credit Card Installment,Duitnow,92,Male,Occupational psychologist,Construction
4/7/2020 8:03,72634,Car Installment,Instant Transfer,78,Male,Energy engineer,Finance & Banking
3/13/2020 19:07,32585,House Installment,IBG,31,Male,Holiday representative,Finance & Banking
1/26/2020 7:29,80878,Utility,Instant Transfer,63,Female,Lobbyist,Transport Network
1/17/2020 21:26,31268,Transaction,Duitnow,21,Female,Counsellor,Tourism
4/1/2020 9:39,38650,Transaction,Instant Transfer,95,Female,Chemical engineer,Automotive
1/18/2020 13:54,52654,Car Installment,Instant Transfer,66,Male,International aid/development worker,Oil and Gas
1/11/2020 20:15,25688,Car Installment,Duitnow,81,Male,Dispensing optician,Automotive
3/11/2020 12:19,81196,House Installment,Duitnow,77,Male,"Engineer, maintenance",Energy
4/19/2020 5:45,69958,Credit Card Installment,Duitnow,46,Female,Mudlogger,Automotive
1/20/2020 2:59,92527,Car Installment,Duitnow,55,Male,"Engineer, control and instrumentation",Construction
4/7/2020 9:32,13529,Car Installment,Instant Transfer,78,Female,Writer,Transport Network
4/6/2020 11:42,36650,Transaction,Duitnow,35,Male,Health visitor,Transport Network
3/25/2020 6:51,95439,Car Installment,IBG,47,Male,Administrator,Transport Network
3/17/2020 19:11,96104,Credit Card Installment,Duitnow,28,Female,General practice doctor,Energy
3/17/2020 18:30,42711,House Installment,Instant Transfer,61,Male,"Radiographer, therapeutic",Medical Tourism
1/20/2020 0:34,45744,Utility,Duitnow,53,Male,Retail merchandiser,Energy
4/14/2020 3:03,34346,House Installment,IBG,57,Male,Research scientist (medical),Eletrical & Electronic
1/29/2020 12:38,6979,Transaction,Instant Transfer,91,Male,Clinical embryologist,Construction
2/7/2020 14:19,41013,Transaction,IBG,69,Female,"Production assistant, television",Energy
2/1/2020 6:14,31729,Credit Card Installment,Instant Transfer,96,Female,"Nurse, children's",Construction
3/9/2020 19:13,79610,House Installment,Instant Transfer,97,Male,Theme park manager,Transport Network
2/15/2020 6:00,53362,Credit Card Installment,IBG,35,Male,"Teacher, music",Eletrical & Electronic
3/26/2020 18:24,88760,Car Installment,Instant Transfer,52,Male,Advertising art director,Energy
1/7/2020 11:23,96968,Credit Card Installment,IBG,38,Female,Public relations officer,Oil and Gas
4/27/2020 11:30,99334,House Installment,Instant Transfer,41,Female,English as a second language teacher,Energy
1/8/2020 23:34,45362,Credit Card Installment,IBG,42,Male,Medical secretary,Medical Tourism
2/7/2020 21:44,90783,Transaction,Duitnow,29,Male,Environmental consultant,Transport Network
4/26/2020 3:41,72834,Utility,IBG,84,Female,"Surveyor, land/geomatics",Eletrical & Electronic
5/10/2020 0:35,1039,House Installment,Instant Transfer,50,Female,Art gallery manager,Automotive
2/18/2020 10:36,6615,Car Installment,Instant Transfer,36,Male,"Horticulturist, amenity",Medical Tourism
2/23/2020 14:21,19636,Utility,Duitnow,83,Female,Camera operator,Eletrical & Electronic
2/4/2020 14:46,41333,Utility,Duitnow,32,Female,Museum education officer,Oil and Gas
3/13/2020 16:33,61819,Transaction,Instant Transfer,96,Male,Sports administrator,Eletrical & Electronic
3/8/2020 7:01,96570,House Installment,Instant Transfer,83,Female,"Engineer, chemical",Automotive
2/15/2020 5:49,20233,Transaction,Instant Transfer,91,Male,"Journalist, newspaper",Oil and Gas
2/18/2020 19:45,28073,Credit Card Installment,Duitnow,91,Female,Manufacturing systems engineer,Oil and Gas
1/19/2020 15:04,21913,Utility,Duitnow,34,Female,"Administrator, sports",Finance & Banking
3/16/2020 13:39,19512,Transaction,Instant Transfer,52,Male,Historic buildings inspector/conservation officer,Finance & Banking
3/30/2020 19:00,39231,Transaction,Instant Transfer,83,Male,"Designer, graphic",Defence
2/28/2020 14:11,51173,Utility,IBG,52,Female,IT technical support officer,Defence
1/7/2020 21:19,70467,House Installment,Instant Transfer,99,Female,"Surveyor, insurance",Tourism
2/20/2020 0:27,75499,House Installment,Instant Transfer,87,Male,Archivist,Construction
4/17/2020 4:34,2384,Utility,Instant Transfer,73,Female,"Accountant, chartered certified",Finance & Banking
1/18/2020 2:31,66428,Transaction,Duitnow,87,Female,Translator,Defence
1/29/2020 20:19,35011,House Installment,Instant Transfer,95,Male,"Engineer, energy",Medical Tourism
3/19/2020 11:03,95217,House Installment,Duitnow,43,Male,Music therapist,Finance & Banking
2/2/2020 18:21,92052,House Installment,IBG,88,Male,"Accountant, chartered",Construction
2/18/2020 21:16,16647,Transaction,Instant Transfer,77,Male,"Education officer, environmental",Oil and Gas
2/29/2020 21:09,92185,Car Installment,Instant Transfer,50,Male,Futures trader,Energy
2/12/2020 5:55,62176,Utility,IBG,82,Male,Recruitment consultant,Transport Network
4/7/2020 23:52,64101,Utility,Instant Transfer,83,Female,"Engineer, civil (contracting)",Energy
2/12/2020 3:52,25209,Transaction,Duitnow,22,Female,Immigration officer,Finance & Banking
3/6/2020 12:10,60373,Transaction,IBG,44,Male,Animal technologist,Energy
5/9/2020 14:46,82884,House Installment,Duitnow,61,Male,"Producer, television/film/video",Energy
2/18/2020 3:14,25910,Car Installment,IBG,31,Female,Restaurant manager,Automotive
4/26/2020 8:02,54455,House Installment,IBG,42,Male,Medical physicist,Medical Tourism
4/17/2020 20:58,90058,Utility,IBG,61,Male,Electronics engineer,Energy
3/9/2020 23:19,57513,Credit Card Installment,IBG,91,Female,"Therapist, sports",Transport Network
1/26/2020 11:32,38413,Transaction,Duitnow,37,Male,Clinical molecular geneticist,Construction
3/16/2020 3:43,72693,House Installment,IBG,42,Male,Statistician,Defence
1/10/2020 21:17,49938,Credit Card Installment,IBG,85,Female,"Engineer, manufacturing systems",Eletrical & Electronic
4/22/2020 23:58,93909,Credit Card Installment,Instant Transfer,50,Male,Tax adviser,Automotive
1/13/2020 0:27,25077,Transaction,Duitnow,28,Male,Translator,Transport Network
1/20/2020 8:52,70234,Credit Card Installment,Instant Transfer,57,Male,Radiation protection practitioner,Transport Network
2/29/2020 16:08,86568,Utility,IBG,91,Female,Television/film/video producer,Defence
1/25/2020 7:27,28375,Car Installment,Instant Transfer,28,Male,General practice doctor,Construction
3/21/2020 16:59,93149,Utility,Instant Transfer,30,Male,Veterinary surgeon,Medical Tourism
2/21/2020 23:28,98175,Transaction,Duitnow,36,Female,"Geologist, engineering",Finance & Banking
1/6/2020 18:16,63417,Credit Card Installment,Duitnow,38,Female,"Teacher, special educational needs",Medical Tourism
1/8/2020 7:23,98050,Car Installment,Duitnow,70,Female,Clinical psychologist,Eletrical & Electronic
3/13/2020 20:04,43268,Transaction,Instant Transfer,71,Male,"Teacher, early years/pre",Finance & Banking
3/28/2020 2:37,83300,Car Installment,Instant Transfer,94,Female,"Nurse, mental health",Construction
2/17/2020 15:13,38212,Utility,Duitnow,40,Male,"Engineer, civil (contracting)",Construction
3/28/2020 0:24,46508,Car Installment,Duitnow,43,Male,Banker,Transport Network
3/26/2020 14:42,96569,Utility,Instant Transfer,89,Male,Hydrogeologist,Oil and Gas
2/24/2020 5:02,47351,Utility,IBG,69,Male,"Merchandiser, retail",Energy
4/25/2020 13:55,91538,Credit Card Installment,Instant Transfer,37,Male,"Scientist, marine",Oil and Gas
3/14/2020 22:56,83446,Utility,Instant Transfer,98,Female,Pensions consultant,Automotive
1/17/2020 3:56,35073,Car Installment,Instant Transfer,22,Female,"Librarian, academic",Eletrical & Electronic
3/20/2020 14:35,89644,Credit Card Installment,IBG,39,Male,Civil Service fast streamer,Construction
2/5/2020 19:10,78030,Credit Card Installment,Instant Transfer,56,Female,Tax adviser,Automotive
5/10/2020 2:12,50784,Car Installment,IBG,86,Male,Gaffer,Tourism
2/10/2020 17:01,81357,House Installment,IBG,24,Female,"Therapist, music",Construction
3/1/2020 2:19,69565,Transaction,Duitnow,41,Male,"Therapist, horticultural",Eletrical & Electronic
1/12/2020 7:56,62379,Transaction,Instant Transfer,72,Male,Primary school teacher,Construction
2/9/2020 12:47,25280,Credit Card Installment,Duitnow,79,Male,Research scientist (physical sciences),Construction
2/10/2020 4:48,22875,Utility,Instant Transfer,41,Female,Engineering geologist,Energy
3/6/2020 20:41,195,Credit Card Installment,Duitnow,44,Female,"Designer, multimedia",Construction
3/11/2020 9:15,29003,Credit Card Installment,IBG,55,Male,Hotel manager,Medical Tourism
5/5/2020 14:03,31537,Credit Card Installment,Duitnow,38,Male,Child psychotherapist,Transport Network
1/7/2020 2:41,12452,Car Installment,IBG,89,Female,Systems analyst,Defence
4/25/2020 7:54,61490,Utility,Duitnow,62,Female,Illustrator,Energy
1/4/2020 19:03,25854,Utility,Duitnow,67,Female,Gaffer,Defence
3/26/2020 21:10,5352,Transaction,Instant Transfer,79,Male,"Buyer, retail",Construction
3/31/2020 17:52,449,Utility,IBG,76,Male,Arts development officer,Finance & Banking
2/6/2020 19:59,8684,House Installment,IBG,23,Female,"Conservation officer, nature",Construction
2/23/2020 17:33,73657,Car Installment,IBG,83,Female,Interior and spatial designer,Energy
3/23/2020 18:45,32908,Transaction,Instant Transfer,73,Female,Magazine journalist,Construction
4/27/2020 6:19,31423,Credit Card Installment,Instant Transfer,45,Male,Broadcast engineer,Eletrical & Electronic
4/1/2020 21:17,56764,Transaction,Duitnow,65,Female,Primary school teacher,Energy
4/20/2020 15:49,26247,Utility,Instant Transfer,88,Male,Environmental education officer,Defence
4/14/2020 11:30,82406,Utility,IBG,48,Female,Licensed conveyancer,Energy
5/1/2020 20:06,5963,House Installment,Duitnow,20,Female,Network engineer,Medical Tourism
3/7/2020 13:36,15176,Utility,IBG,37,Male,Naval architect,Tourism
3/27/2020 16:39,20332,Transaction,Duitnow,99,Male,"Scientist, physiological",Eletrical & Electronic
4/1/2020 2:37,76478,Car Installment,Duitnow,36,Male,Photographer,Automotive
1/25/2020 11:40,55876,Car Installment,IBG,21,Male,"Conservation officer, historic buildings",Tourism
1/23/2020 13:44,51703,Utility,IBG,65,Female,"Accountant, chartered certified",Energy
4/7/2020 1:38,51356,Car Installment,Duitnow,59,Male,"Production assistant, television",Transport Network
4/29/2020 0:58,69540,Car Installment,Duitnow,40,Male,Armed forces technical officer,Transport Network
3/13/2020 15:29,5096,Car Installment,Instant Transfer,74,Female,Set designer,Energy
1/1/2020 8:03,42366,Transaction,Duitnow,72,Male,Education administrator,Oil and Gas
4/20/2020 12:21,30312,Transaction,Duitnow,52,Male,Writer,Automotive
3/24/2020 15:51,55872,Car Installment,IBG,77,Female,Pathologist,Construction
2/22/2020 19:32,40473,Transaction,Duitnow,73,Male,Sports coach,Medical Tourism
1/30/2020 12:52,94220,Car Installment,Instant Transfer,53,Male,Animator,Finance & Banking
1/15/2020 15:23,92536,Car Installment,Instant Transfer,71,Female,Sports therapist,Construction
2/7/2020 5:36,31024,Utility,Duitnow,21,Male,Oceanographer,Energy
3/11/2020 15:27,63677,Transaction,IBG,59,Male,"Nurse, adult",Medical Tourism
4/29/2020 0:37,81204,Transaction,Instant Transfer,47,Female,"Surveyor, building control",Automotive
1/7/2020 0:15,91754,Utility,Instant Transfer,31,Male,Environmental manager,Defence
4/30/2020 2:03,62399,Transaction,Instant Transfer,37,Male,"Therapist, sports",Automotive
1/23/2020 21:11,30152,Credit Card Installment,Duitnow,21,Female,Chartered management accountant,Finance & Banking
1/31/2020 23:23,60459,Transaction,IBG,43,Male,"Therapist, nutritional",Medical Tourism
1/5/2020 0:53,28887,Utility,Instant Transfer,26,Female,Chief Operating Officer,Finance & Banking
5/7/2020 0:35,41615,Transaction,Duitnow,90,Female,Music tutor,Defence
5/10/2020 10:56,13205,Utility,Duitnow,51,Male,Dancer,Tourism
3/3/2020 14:29,68685,Car Installment,Duitnow,63,Female,Writer,Tourism
1/21/2020 10:49,1666,Car Installment,Duitnow,60,Female,Set designer,Defence
3/19/2020 13:28,1202,Car Installment,IBG,53,Female,"Surveyor, quantity",Tourism
2/28/2020 6:44,30670,Utility,IBG,56,Female,"Engineer, manufacturing",Construction
3/24/2020 15:05,34977,Car Installment,Instant Transfer,81,Female,English as a second language teacher,Eletrical & Electronic
3/11/2020 21:18,62442,Car Installment,Instant Transfer,65,Female,"Editor, film/video",Automotive
4/26/2020 4:49,1156,Utility,Duitnow,23,Male,Energy manager,Tourism
5/1/2020 10:47,59700,House Installment,Duitnow,52,Male,Customer service manager,Energy
3/4/2020 11:02,8781,Car Installment,IBG,42,Female,Environmental manager,Construction
2/4/2020 9:41,5796,Utility,Duitnow,50,Female,Animal nutritionist,Tourism
2/1/2020 19:13,63783,Transaction,Instant Transfer,30,Female,Advertising account executive,Energy
